baitID	intscore	rank	SIP	MKSpecific
218	25.4329063090307	5313	0	0
220	8.35859709196577	2112	0	0
223	6.02168184052254	1283	0	0
225	6.29701805407453	1475	0	0
228	7.68459194729456	1999	0	0
234	12.9829909923708	3287	0	0
239	22.7802611381038	4969	0	0
246	13.1315164434643	3325	0	0
247	19.3942912462988	4457	0	0
248	49.8096809441121	7801	0	0
250	44.8289050673592	7396	0	0
254	160.898433486923	11745	0	0
255	7.55137621654386	1961	0	0
257	41.786001372772	7163	0	0
263	17.6571133485406	4128	0	0
291	8.47980655012606	2134	0	0
297	5.41373474360465	662	0	0
298	5.33799756736809	558	0	0
311	110.506236813424	10614	0	0
320	5.72128150773039	1031	0	0
338	19.6566444411653	4514	0	0
356	19.6418514305549	4509	0	0
361	22.0848212851937	4865	0	0
383	36.0938063716764	6582	0	0
390	34.2005065237082	6352	0	0
395	113.962776845762	10710	0	0
418	149.109579604866	11541	0	0
425	51.3332797514666	7895	0	0
428	33.3904197907929	6266	0	0
430	13.4365472613642	3389	0	0
432	11.5722959455963	2792	0	0
437	22.0522528894513	4856	0	0
441	15.7756286421328	3729	0	0
448	10.9412169960447	2540	0	0
453	59.5719962638639	8440	0	0
487	269.500347116001	13082	1	1
495	282.618418349916	13167	1	1
548	10.2952621695586	2320	0	0
566	7.84275451646624	2033	0	0
570	44.9902442365513	7409	0	0
572	25.0414365353674	5274	0	0
580	5.4268492570606	678	0	0
592	29.4191499278812	5834	0	0
611	31.3066061788313	6048	0	0
1141	9.71742387135383	2259	0	0
1170	50.5742295818536	7839	0	0
1177	163.12870325932	11795	0	0
1182	17.5464351200479	4108	0	0
1184	5.59578147356609	898	0	0
1204	27.5256969939974	5585	0	0
1213	7.15443078314014	1865	0	0
1217	33.9185222173782	6315	0	0
1223	21.4474866860771	4752	0	0
1224	17.2838892478447	4049	0	0
1226	6.95976784129083	1796	0	0
1231	16.6490069226707	3902	0	0
1234	36.7022645852418	6648	0	0
1253	49.9480356086119	7807	0	0
1276	124.124418202297	10979	0	0
1277	96.9135220554578	10163	0	0
1370	310.049561955687	13355	1	1
1404	7.83181488042518	2032	0	0
1481	66.6739321105224	8865	0	0
1485	100.967087662395	10302	0	0
1490	31.8051203786234	6105	0	0
1495	21.366614719536	4740	0	0
1520	10.6604550796721	2425	0	0
1523	22.1643073210358	4876	0	0
1536	116.406825826016	10766	0	0
1602	323.056309331589	13434	1	0
1632	126.466516020987	11037	0	0
1658	71.4536802856037	9130	0	0
1761	22.4413088767278	4916	0	0
1811	5.03519448492301	52	0	0
1829	10.9498396021576	2543	0	0
1839	248.331269932741	12903	0	0
1842	19.9756582003202	4560	0	0
1885	22.4191881867352	4915	0	0
1904	10.8892417790095	2519	0	0
1946	5.32945678710984	545	0	0
1954	24.7898431875326	5238	0	0
1962	16.3169082720311	3824	0	0
1978	40.6764481728676	7063	0	0
2013	20.0427536707928	4570	0	0
2074	6.60462641078618	1646	0	0
2083	17.9436672813417	4183	0	0
2084	5.25483399927723	432	0	0
2140	5.18701803849438	327	0	0
2145	11.7257536357907	2852	0	0
2156	27.9829599271373	5654	0	0
2164	229.829861946351	12718	0	0
2166	136.504415981765	11290	0	0
2181	43.1846295934956	7279	0	0
2185	5.16842179574806	292	0	0
2204	5.06212414657017	101	0	0
2215	5.16724299197047	290	0	0
2217	6.2440791663497	1436	0	0
2227	6.2605670328425	1446	0	0
2234	41.0570122441911	7091	0	0
2317	12.5223987207422	3165	0	0
2331	18.8630464872968	4372	0	0
2335	22.8847102646088	4985	0	0
2341	12.5161775661302	3162	0	0
2345	40.7564839778869	7069	0	0
2349	22.0749095832704	4863	0	0
2351	94.291053119166	10062	0	0
2354	46.8287083443807	7552	0	0
2364	112.663755854886	10667	0	0
2368	66.5202459438017	8853	0	0
2371	111.565212390015	10647	0	0
2376	86.7797804646415	9789	0	0
2386	17.6980933598868	4135	0	0
2414	63.1203405670214	8660	0	0
2497	372.592798826202	13660	1	0
2509	145.213430617936	11470	0	0
2515	316.081384512196	13388	1	0
2518	490.409404515115	13964	1	0
2541	5.11802632554042	215	0	0
2550	5.92703650832061	1204	0	0
2859	12.1626359529714	3034	0	0
2887	35.9106445465936	6561	0	0
2916	5.05746822966075	88	0	0
3280	19.5511243712137	4489	0	0
3282	83.9856466947718	9696	0	0
3293	38.2668856728861	6818	0	0
3315	47.4657305563141	7611	0	0
3317	33.9388498637666	6317	0	0
3329	63.4721256469584	8690	0	0
3343	12.2984144904155	3087	0	0
3344	5.86113802434044	1164	0	0
3352	63.4458871940151	8687	0	0
3362	20.4947263870397	4622	0	0
3367	9.57823167488169	2246	0	0
3389	44.2646265184329	7351	0	0
3396	22.9129043545934	4990	0	0
3397	18.9485959600173	4389	0	0
3398	11.5019595840203	2763	0	0
3412	17.0362424858041	3992	0	0
3428	91.3930375207418	9947	0	0
3447	25.9297562086601	5380	0	0
3448	67.8091384292727	8931	0	0
3450	72.7758781683278	9197	0	0
3456	350.743001061539	13574	1	1
3467	13.493009612779	3402	0	0
3468	9.64196568723716	2251	0	0
3472	160.820080805781	11743	0	0
3475	75.6914220195082	9314	0	0
3476	45.3409447581302	7441	0	0
3479	28.0663991703585	5669	0	0
3480	138.262477625597	11334	0	0
3506	98.2603025644626	10205	0	0
3525	10.5098613910946	2367	0	0
3526	12.0163982287915	2989	0	0
3644	11.8706175831832	2918	0	0
3648	12.9106586956047	3269	0	0
3657	206.352170343165	12468	0	0
3666	463.235954894555	13905	1	0
3683	26.8451803443741	5487	0	0
3690	288.308460200568	13208	1	0
3705	107.012934575941	10504	0	0
3722	78.4572091973362	9450	0	0
3726	10.3614170432874	2334	0	0
3729	74.4837089922401	9262	0	0
3884	11.0492122839666	2593	0	0
3897	5.30493026692655	507	0	0
4051	169.841931904989	11915	0	0
4059	43.4192382248606	7291	0	0
4120	427.956212556483	13828	1	0
4128	60.1980466427626	8477	0	0
4141	20.6088337047456	4637	0	0
4191	404.074998262417	13760	1	0
4196	5.34805952545446	572	0	0
4207	93.8908171079918	10044	0	0
4216	495.177831857366	13974	1	0
4219	297.720761787936	13274	1	0
4276	61.7570502698838	8576	0	0
4288	47.4015544620903	7602	0	0
4327	83.9479478766239	9694	0	0
4330	167.923837549137	11892	0	0
4343	53.1566892228285	8012	0	0
4345	13.7769408313267	3463	0	0
4370	5.04085106426049	60	0	0
4421	244.199683167121	12872	0	0
4422	54.0659428141685	8086	0	0
4450	41.0125392390207	7087	0	0
4466	5.0994112974425	178	0	0
4468	110.436524916831	10610	0	0
4478	5.26071484896126	447	0	0
4492	8.29063205016359	2105	0	0
4528	424.897191275278	13819	1	1
4585	26.554194070058	5449	0	0
4599	113.419555344986	10690	0	0
4603	26.1765105473319	5407	0	0
4614	75.6858184501904	9313	0	0
4674	32.6335037001995	6178	0	0
4713	147.255186285201	11507	0	0
4721	11.4989356031296	2762	0	0
4735	176.915351029361	12042	0	0
4757	31.1579590281596	6026	0	0
4783	67.9240455886612	8939	0	0
4883	60.8982996644116	8519	0	0
4886	34.5967806998224	6406	0	0
4899	24.4291024461593	5186	0	0
4943	68.777955198021	8988	0	0
4952	6.70361859071837	1694	0	0
5004	16.0034242490435	3769	0	0
5005	45.1264712998329	7419	0	0
5007	165.488809941569	11845	0	0
5016	77.570699381682	9410	0	0
5072	5.12735694472569	227	0	0
5105	24.036738280671	5139	0	0
5111	54.0227533099074	8083	0	0
5117	8.36860010002113	2114	0	0
5156	10.9945114326114	2567	0	0
5161	6.3915209303787	1526	0	0
5163	6.7124550374766	1699	0	0
5182	54.8172208849515	8131	0	0
5196	37.2788718237018	6709	0	0
5233	98.7922969736207	10227	0	0
5243	89.6259589256382	9901	0	0
5301	128.997651674668	11105	0	0
5302	101.784751515135	10337	0	0
5325	28.0328364922719	5661	0	0
5338	74.3978653619119	9260	0	0
5348	34.5889612605581	6405	0	0
5363	51.0957288902376	7875	0	0
5373	53.3722998322776	8028	0	0
5382	11.9933746153608	2980	0	0
5409	66.8782224801296	8884	0	0
5419	5.6923794423393	994	0	0
5478	177.196767162028	12046	0	0
5484	6.55891602852426	1620	0	0
5502	14.7580220761977	3605	0	0
5548	53.1559366342591	8011	0	0
5561	267.189362602827	13065	0	0
5567	21.4355495770446	4750	0	0
5602	297.20978346305	13270	1	0
5606	24.6974796818812	5224	0	0
5616	5.90535909303812	1189	0	0
5631	158.970554755318	11708	0	0
5658	169.418035535114	11910	0	0
5660	89.3037273786569	9890	0	0
5661	96.3823522698289	10149	0	0
5666	88.2393389807726	9847	0	0
5671	15.2120589825477	3658	0	0
5681	89.0574583439764	9879	0	0
5691	196.31879674725	12335	0	0
5693	206.49031983943	12469	0	0
5694	21.9298884071253	4839	0	0
5702	12.2585883249964	3073	0	0
5720	61.8535134069478	8581	0	0
5728	260.262503014054	13000	0	0
5736	35.908489357651	6560	0	0
5739	47.9820862081152	7652	0	0
5751	21.5015902582388	4762	0	0
5779	63.7874549716232	8710	0	0
5782	5.67086266313945	978	0	0
5816	195.914074015301	12329	0	0
5840	744.325348172736	14215	1	0
5845	141.906310586968	11401	0	0
5854	53.6295071867815	8053	0	0
5855	129.078233046657	11106	0	0
5860	27.4962270239979	5581	0	0
5861	8.92868025971729	2188	0	0
5869	5.36624460535614	596	0	0
5925	11.288903994882	2676	0	0
5944	96.0856246038546	10135	0	0
5946	69.4940261344418	9032	0	0
5947	11.6024412045279	2811	0	0
5951	7.06482607133483	1841	0	0
5953	12.8518256264182	3252	0	0
5955	90.1258624831145	9913	0	0
5983	99.1691209718874	10237	0	0
5986	56.7694473303862	8262	0	0
6008	357.076212102865	13603	1	1
6015	128.501501876975	11089	0	0
6016	24.9635525291423	5260	0	0
6043	5.65761565153205	964	0	0
6045	22.9535524800729	4994	0	0
6050	29.0717153743721	5798	0	0
6064	12.4737847519531	3150	0	0
6093	129.460020670072	11118	0	0
6113	36.7451226651665	6649	0	0
6114	41.1367402094382	7101	0	0
6118	43.2965245887546	7283	0	0
6119	5.71088386260951	1020	0	0
6127	5.01661739253738	27	0	0
6137	7.58582101041498	1969	0	0
6142	60.4583200229563	8496	0	0
6167	7.44753566679779	1938	0	0
6172	5.96893700310732	1247	0	0
6173	25.826023850139	5370	0	0
6175	6.58499787775505	1637	0	0
6176	65.2634866456437	8798	0	0
6177	37.2791033263412	6710	0	0
6179	19.160050193843	4426	0	0
6187	21.2058548600018	4722	0	0
6188	14.5950533398235	3592	0	0
6190	12.1915948248669	3043	0	0
6201	64.4552775328641	8743	0	0
6211	70.9112461743677	9105	0	0
6222	117.040919288304	10786	0	0
6224	29.9734124727354	5893	0	0
6282	26.1763440464534	5406	0	0
6285	41.4386837420323	7128	0	0
6291	92.8510208232886	10016	0	0
6303	46.5492291592719	7535	0	0
6305	114.090383022429	10712	0	0
6307	113.240237233427	10683	0	0
6310	181.274151676885	12091	0	0
6386	5.48120249528173	767	0	0
6450	11.8764496203112	2924	0	0
6638	540.22045704607	14028	1	0
6639	369.560731174852	13644	1	0
6645	15.8511857931149	3744	0	0
6677	33.163413649532	6237	0	0
6685	305.666369784128	13318	1	1
6696	54.7318729444218	8123	0	0
6697	10.7528218336771	2461	0	0
6702	16.5696759911677	3881	0	0
6726	10.8308833782345	2492	0	0
6774	42.129611386595	7192	0	0
6782	12.700062110342	3222	0	0
6789	58.5290353921882	8370	0	0
6828	7.52625178856732	1955	0	0
6837	18.9862155163337	4393	0	0
6843	17.8106887671111	4154	0	0
6847	16.254515109837	3809	0	0
6864	21.8788656077804	4830	0	0
6866	23.1086860595126	5022	0	0
6887	19.3309296846176	4451	0	0
6899	40.8970009618164	7080	0	0
6914	10.9855389691603	2565	0	0
6931	10.069599916433	2288	0	0
6937	11.583785698223	2799	0	0
6956	248.421515910574	12904	0	0
6960	61.210727806333	8538	0	0
6961	78.3830011227502	9448	0	0
6962	118.749658922764	10845	0	0
6966	26.7651958764084	5477	0	0
6967	6.50054443482248	1597	0	0
6974	7.60743154116759	1980	0	0
6980	10.7483337453207	2458	0	0
6983	5.05314678643131	81	0	0
6984	7.22926365934307	1886	0	0
6985	6.82233968486649	1749	0	0
6991	56.3331116824822	8240	0	0
7018	41.0147086315122	7088	0	0
7040	130.931945396452	11158	0	0
7041	95.6285699549922	10119	0	0
7049	147.001254338888	11502	0	0
7056	24.2953012174931	5171	0	0
7057	31.2505786969791	6040	0	0
7070	11.7311211002355	2855	0	0
7080	56.7755874348106	8263	0	0
7083	9.04521918482488	2193	0	0
7100	21.2395334903915	4729	0	0
7125	204.044741851205	12440	0	0
7140	22.2487879167668	4888	0	0
7156	28.8097803612592	5766	0	0
7170	58.967488413288	8401	0	0
7192	42.3201174653774	7211	0	0
7194	30.6161225072918	5960	0	0
7201	31.6228513895549	6083	0	0
7419	5.59274266918605	891	0	0
7620	12.3766216739602	3125	0	0
7621	15.507386528295	3687	0	0
7633	72.1559237989573	9168	0	0
7634	45.7962181938448	7480	0	0
7654	5.48849115371424	774	0	0
7668	94.3065342906868	10063	0	0
7677	5.07515621146416	119	0	0
7709	190.06908828326	12232	0	0
7720	32.1225435911837	6130	0	0
7728	16.398475282889	3842	0	0
7745	5.41340577054035	660	0	0
7804	106.906612934157	10499	0	0
7811	326.653797512256	13455	1	1
7813	13.3573126075883	3378	0	0
7825	19.2641404108266	4442	0	0
7840	285.08778220993	13182	1	1
7849	105.662961407148	10463	0	0
7879	20.102715490778	4577	0	0
7894	5.89056187815398	1180	0	0
7930	136.913346172077	11298	0	0
7937	51.1481252939872	7882	0	0
7942	195.11192337667	12317	0	0
7953	90.3513151976661	9920	0	0
7976	48.9184507679696	7735	0	0
7994	143.02254109301	11427	0	0
8007	5.35644850037694	582	0	0
8085	12.2278986778441	3057	0	0
8254	13.5350446554642	3408	0	0
8266	41.9556522308719	7180	0	0
8273	55.0163004615243	8151	0	0
8283	49.0135194233146	7744	0	0
8310	109.312980909176	10575	0	0
8336	5.34616554964008	568	0	0
8338	16.1880099481917	3798	0	0
8339	11.2986338878708	2681	0	0
8356	91.9728357664031	9976	0	0
8359	166.160762947169	11864	0	0
8372	23.9373322463572	5126	0	0
8380	93.1035929505081	10023	0	0
8382	170.153377368811	11922	0	0
8392	292.00724877533	13230	1	1
8403	66.3775050434585	8848	0	0
8485	16.0558879982518	3778	0	0
8615	76.9644546336704	9379	0	0
8638	56.2838215696022	8235	0	0
8660	76.7470264063646	9370	0	0
8671	58.399257960042	8361	0	0
8712	379.349558854781	13680	1	1
8763	194.54796877263	12303	0	0
8786	5.43169098826943	687	0	0
8799	13.9942944844118	3505	0	0
8821	13.7874315914184	3468	0	0
8829	16.9552198683098	3969	0	0
8833	5.12100200584635	220	0	0
8834	13.8820804714148	3490	0	0
8850	25.7308796710486	5356	0	0
8867	12.3253843666791	3104	0	0
8874	62.4575174761429	8615	0	0
8875	17.3457571588363	4066	0	0
8901	48.3356610752006	7679	0	0
8922	115.556230694242	10745	0	0
8939	133.10963204513	11210	0	0
8945	28.4749665053682	5721	0	0
8973	40.0505812968706	7003	0	0
8976	120.882434761632	10890	0	0
8982	171.434074088227	11948	0	0
8989	39.2335207203649	6923	0	0
8994	265.195051965828	13046	0	0
9022	16.8039532710165	3934	0	0
9026	22.8201178421742	4974	0	0
9034	21.8208883775396	4821	0	0
9036	11.1794868983922	2644	0	0
9039	100.995112551665	10306	0	0
9076	62.6861417187981	8628	0	0
9100	123.185785079655	10956	0	0
9110	12.2822728464765	3081	0	0
9125	47.0994073263617	7576	0	0
9462	16.3973515784964	3841	0	0
9464	30.0883548051239	5898	0	0
9529	34.8602910607802	6443	0	0
9554	42.6518317254701	7234	0	0
9556	29.6140056235679	5850	0	0
9594	57.5630587044161	8303	0	0
9619	132.953172223748	11206	0	0
9626	156.923457154312	11675	0	0
9639	172.940305309092	11977	0	0
9641	222.403321210582	12636	0	0
9642	139.675306709781	11353	0	0
9644	20.1240642562297	4580	0	0
9660	5.93263107014962	1214	0	0
9673	7.30615973641807	1903	0	0
9674	9.1313577073352	2205	0	0
9707	10.7162169887125	2447	0	0
9776	13.3202294200678	3373	0	0
9787	12.6449172028181	3208	0	0
9793	55.7376267991611	8198	0	0
9796	221.895779258848	12629	0	0
9804	144.674165753493	11457	0	0
9805	38.4641117211216	6840	0	0
9813	221.892595857628	12628	0	0
9818	31.5845562239061	6078	0	0
9825	59.6856707652153	8449	0	0
9853	115.622335530425	10747	0	0
9855	123.437709444142	10962	0	0
9856	104.471659550238	10414	0	0
9858	53.6957170072379	8060	0	0
9896	318.078787841793	13402	1	1
9899	209.202619678498	12504	0	0
9904	34.8412829704812	6440	0	0
9907	42.8785415367739	7257	0	0
9908	12.007293618574	2986	0	0
9909	39.1718048822461	6917	0	0
9914	18.4044295209586	4292	0	0
9971	464.332240909001	13910	1	1
9977	5.14534458538947	254	0	0
10003	136.858626891908	11294	0	0
10009	200.152060186362	12389	0	0
10015	328.676957686863	13472	1	1
10026	320.662183322906	13419	1	1
10049	68.4838213551658	8972	0	0
10087	8.93178338881816	2189	0	0
10104	5.98991143604194	1266	0	0
10107	28.3756065910074	5708	0	0
10109	5.29267545226294	492	0	0
10116	20.3473053355459	4605	0	0
10117	50.7355742773006	7851	0	0
10118	40.3365283284649	7028	0	0
10119	68.2236378711828	8961	0	0
10122	144.594641598144	11454	0	0
10124	34.4571436497057	6387	0	0
10126	62.9047259069964	8639	0	0
10154	72.4286329758725	9185	0	0
10159	355.764041270196	13597	1	0
10244	14.619948164601	3598	0	0
10246	193.004208663569	12280	0	0
10247	142.562315407111	11418	0	0
10251	222.093536912581	12632	0	0
10285	563.067771074056	14056	1	0
10286	146.515049288021	11493	0	0
10294	10.2109780721815	2305	0	0
10299	70.4380443834759	9072	0	0
10303	71.2439892816744	9124	0	0
10312	149.019181496095	11538	0	0
10320	87.0808683300573	9798	0	0
10334	11.5803439909122	2796	0	0
10339	6.77440109207606	1728	0	0
10395	208.516901886125	12495	0	0
10413	32.1643132622052	6134	0	0
10422	342.925508735388	13534	1	0
10423	328.730091142183	13473	1	0
10430	65.1607902173248	8791	0	0
10436	113.738610085273	10705	0	0
10437	26.8777866971329	5491	0	0
10457	38.8296099339302	6882	0	0
10466	5.16476616549714	285	0	0
10479	25.0193593552892	5268	0	0
10511	105.267239752165	10447	0	0
10512	12.2256416265977	3056	0	0
10526	107.162658122995	10509	0	0
10539	79.8833166586104	9519	0	0
10555	201.762398946761	12407	0	0
10679	375.867829939323	13670	1	0
10682	118.605457802275	10838	0	0
10687	277.55485048938	13138	1	0
10689	91.5756283040859	9959	0	0
10705	113.601187787968	10699	0	0
10726	76.8376172934553	9373	0	0
10727	233.745431779288	12761	0	0
10729	190.579307759138	12238	0	0
10741	21.2213396939959	4728	0	0
10941	11.5397529950831	2782	0	0
11612	19.6080577523289	4505	0	0
11622	35.8878718455152	6559	0	0
11657	5.49154785777014	780	0	0
11690	113.335507932812	10688	0	0
11700	140.660464976224	11370	0	0
11761	223.283168796139	12650	0	0
11762	237.022099777107	12796	0	0
11824	181.44166620627	12092	0	0
11833	23.3879757290297	5062	0	0
11834	13.3455298603976	3376	0	0
11837	12.9226260720273	3273	0	0
11860	61.1989402789117	8536	0	0
11866	190.955658566539	12244	0	0
11888	10.7780430436869	2473	0	0
11903	257.353062773422	12973	0	0
11904	12.9915849959813	3290	0	0
11914	109.963171683173	10593	0	0
11984	39.7987789419497	6977	0	0
11994	5.19414481713119	340	0	0
12009	5.75689014566735	1063	0	0
12033	21.7090711480848	4800	0	0
12041	5.1362203316147	239	0	0
12063	6.97786568820736	1803	0	0
12119	77.5372848453787	9407	0	0
12129	100.233993815895	10277	0	0
12131	42.1621931345238	7197	0	0
12173	23.1335417516918	5030	0	0
12186	5.07643751821523	123	0	0
12211	5.07644946394746	124	0	0
12299	5.08869455488318	150	0	0
12306	5.59998099526598	902	0	0
12349	12.396106550185	3133	0	0
12395	11.3290502357379	2702	0	0
12454	25.9028079711346	5379	0	0
12466	32.5461579626932	6168	0	0
12479	22.6241859794916	4945	0	0
12494	21.7232496366771	4806	0	0
12515	79.7070001826667	9510	0	0
12530	5.5194103088615	810	0	0
12540	80.0338101507137	9528	0	0
12562	18.6703038554001	4340	0	0
12567	12.8082257619842	3246	0	0
12576	98.483976251889	10214	0	0
12582	45.4258959917914	7451	0	0
12584	40.042158561495	7001	0	0
12596	51.1448499148978	7881	0	0
12631	237.968136806646	12807	0	0
12661	27.3541922575951	5559	0	0
12664	98.3653043490122	10209	0	0
12676	12.300730370329	3093	0	0
12679	5.15875287859434	270	0	0
12701	46.1962785620274	7513	0	0
12723	28.7958577679947	5762	0	0
12725	158.427844504114	11700	0	0
12727	23.7446268839952	5099	0	0
12728	66.7261449688432	8867	0	0
12764	25.582179289419	5337	0	0
12837	75.99669912598	9332	0	0
12907	12.9078923072162	3268	0	0
13387	36.550787645316	6634	0	0
13388	64.8128173585002	8771	0	0
13950	78.8383938874886	9472	0	0
13994	348.905779242268	13563	1	0
14015	594.55863354579	14094	1	0
14164	513.916905144088	13997	1	0
14333	5.1953325968044	342	0	0
14413	10.5805339749985	2401	0	0
14652	45.2371809542396	7430	0	0
14686	254.198128939252	12944	0	0
14773	5.77348310597245	1087	0	0
14925	5.552538668913	843	0	0
14927	13.2727024415792	3360	0	0
14959	182.602152026109	12106	0	0
15043	5.35712535371549	583	0	0
15111	142.385407478652	11413	0	0
15159	24.6277657425211	5212	0	0
15184	101.183836321144	10313	0	0
15211	236.757110322387	12793	0	0
15375	80.6779785112537	9554	0	0
15432	16.1600864178437	3795	0	0
15436	6.43429194644499	1557	0	0
15452	84.4417953390293	9711	0	0
15504	237.484051436969	12801	0	0
15579	18.2731372090432	4250	0	0
15642	16.3505197184739	3832	0	0
15649	61.619073328262	8569	0	0
15721	20.8801315733771	4679	0	0
15797	54.1241217145804	8090	0	0
15877	55.959856693829	8211	0	0
15898	129.994958487753	11131	0	0
15916	24.2028907548528	5157	0	0
15945	167.465886149329	11884	0	0
15998	211.258352914688	12523	0	0
16000	192.11799759614	12269	0	0
16366	5.11176203115969	205	0	0
16441	80.6357088205382	9549	0	0
16462	5.51499106837522	802	0	0
16485	98.7648980349849	10224	0	0
16528	11.8195010973782	2895	0	0
16546	81.6247552572425	9596	0	0
16552	5.38264376464076	626	0	0
16563	57.3858501634289	8293	0	0
16573	7.45698377769868	1940	0	0
16582	5.50733459263222	793	0	0
16621	6.46861321135036	1578	0	0
16659	283.971879402847	13175	1	1
16704	305.416410467048	13316	1	1
16730	163.811416726304	11813	0	0
16750	122.871072641689	10948	0	0
16822	14.4403532673022	3570	0	0
16927	34.2668098240562	6358	0	0
16935	77.2751403096466	9393	0	0
17296	6.99019432653135	1811	0	0
17491	23.3423304477127	5059	0	0
17508	92.474763420763	10001	0	0
17514	107.858998243227	10538	0	0
17523	101.436589433162	10320	0	0
17565	28.0456238701959	5664	0	0
17584	32.5386954034064	6166	0	0
17731	11.9241666705454	2942	0	0
17771	458.771921003812	13899	1	0
17777	345.70305679578	13544	1	0
17782	85.3758066361035	9753	0	0
17940	57.751266546535	8317	0	0
18161	6.85647540322659	1765	0	0
18868	12.2996038986314	3090	0	0
18949	5.44590846988335	707	0	0
19106	25.1587537447916	5284	0	0
19307	52.9307896911163	7995	0	0
19327	78.7973823890986	9470	0	0
19328	139.3689399919	11346	0	0
19331	32.6784634764792	6183	0	0
19411	19.7046198607492	4522	0	0
19638	19.1656813588465	4428	0	0
19672	45.4159585207174	7449	0	0
19801	17.6468400698707	4125	0	0
19858	5.25838455241837	443	0	0
19936	229.611421272013	12715	0	0
19952	16.3683515252768	3837	0	0
19956	112.007728276705	10654	0	0
19983	17.8189070351563	4157	0	0
20005	31.1334029334138	6021	0	0
20183	114.717061158761	10726	0	0
20194	29.1810982391739	5807	0	0
20203	13.286812877634	3363	0	0
20214	67.4648586148251	8907	0	0
21104	7.3126164019281	1904	0	0
22053	44.2079886869211	7346	0	0
22073	29.8919799574851	5881	0	0
22145	32.0317473127424	6126	0	0
22152	313.48101939908	13375	1	0
22189	305.05094133566	13315	1	0
22212	635.694867004895	14138	1	0
22219	320.245514675544	13417	1	0
22233	551.379355230465	14043	1	0
22260	21.0427690952704	4700	0	0
22279	510.405873971964	13994	1	0
22313	23.5773872828963	5079	0	0
22387	5.40488844510748	648	0	0
22444	27.1088641303494	5522	0	0
22446	50.3469973400028	7831	0	0
22564	83.9054571989209	9692	0	0
22565	349.211434809001	13565	1	1
22566	166.65717604394	11868	0	0
22765	148.230203885649	11527	0	0
22853	7.66663619373212	1994	0	0
22861	49.3276791890114	7760	0	0
22884	12.2619914050404	3076	0	0
22964	73.4193731608076	9225	0	0
22974	61.4278063586534	8555	0	0
23051	18.5617235874341	4325	0	0
23141	38.125161396898	6802	0	0
23210	372.312368235019	13655	1	0
23225	76.5849205644281	9362	0	0
23280	17.6275390709862	4120	0	0
23668	6.11591561040827	1346	0	0
23754	141.588295385	11393	0	0
23802	13.4645414446767	3394	0	0
23816	33.2304020566312	6242	0	0
23828	59.2622003923894	8415	0	0
23851	11.3411675033054	2708	0	0
23855	71.0908140841956	9117	0	0
23886	222.318979109314	12634	0	0
23935	29.0526637969468	5794	0	0
23963	418.103980366833	13805	1	0
24004	137.38301913606	11311	0	0
24013	323.480993071254	13436	1	0
24069	346.766576436931	13549	1	0
24072	85.2505651979884	9747	0	0
24303	169.957113260521	11916	0	0
24406	30.0593207954067	5895	0	0
24534	5.27572761173855	463	0	0
24535	5.59487688198819	897	0	0
24557	122.362059780815	10935	0	0
24672	6.88533355188346	1777	0	0
24680	5.00728706072551	12	0	0
24701	24.668718621253	5218	0	0
24714	53.36527219548	8026	0	0
24779	403.512818828037	13758	1	1
24836	26.6667041922819	5465	0	0
24910	5.77052253859397	1082	0	0
24928	5.5910434495906	887	0	0
24937	115.884550547193	10752	0	0
24939	36.3370046050381	6611	0	0
24942	50.6282447359724	7843	0	0
24968	40.2389777125702	7017	0	0
24976	82.8370456367948	9651	0	0
24986	17.5153048805679	4097	0	0
25008	155.021399358852	11641	0	0
25039	39.1057394172116	6910	0	0
25098	31.3393910128318	6051	0	0
25125	93.001814936536	10021	0	0
25168	40.0183809886535	6998	0	0
25242	173.089121921332	11981	0	0
25247	13.5450524702006	3411	0	0
25311	5.09115249961957	152	0	0
25405	17.1665026392625	4024	0	0
25445	287.35942424838	13203	1	0
25519	396.571424302871	13732	1	0
25529	310.157994403069	13356	1	1
25555	5.81753011955117	1127	0	0
25594	61.643876234917	8571	0	0
25596	69.2002668799695	9015	0	0
25607	10.9948242966697	2568	0	0
25643	193.614878293435	12290	0	0
25979	18.3619652076636	4279	0	0
26137	47.6791198395682	7629	0	0
26246	6.23853073896777	1432	0	0
26502	30.544388088204	5950	0	0
26553	5.16463681967617	283	0	0
26609	228.183019013808	12703	0	0
27027	7.6025060963838	1978	0	0
27152	10.8059551401698	2482	0	0
27180	133.492507044617	11221	0	0
27182	17.4898012680877	4089	0	0
27194	43.1044777157249	7274	0	0
27202	76.6754048284145	9366	0	0
27243	22.0936038889976	4867	0	0
27247	37.8928097142353	6774	0	0
27252	13.8273453801243	3477	0	0
27261	198.103050020397	12356	0	0
27293	402.456031745352	13752	1	0
27294	346.131267005228	13546	1	0
27306	6.90340835429989	1784	0	0
27326	67.9752306078172	8945	0	0
27330	23.6243989425496	5085	0	0
27331	213.747195464943	12551	0	0
27345	45.5740468687325	7463	0	0
27352	33.1813456329632	6239	0	0
27391	206.147683012655	12462	0	0
27405	268.642948018136	13077	1	1
27468	17.4016594609972	4075	0	0
27516	371.261883366057	13652	1	0
27555	226.564615714963	12688	0	0
27567	398.530529937289	13740	1	0
27596	260.518588135394	13003	0	0
28262	294.209546609609	13245	1	1
28434	52.3685899680564	7959	0	0
29514	5.48238142388829	768	0	0
29638	6.07420576565671	1316	0	0
